Asset ID,Product ID,Advisor ID,Date,Share Class,Sales AM,NAV, Transaction Amount ,Transaction ID,Type of Class,Market Value,cat,Classification,X0.01
1edd9f8d-e106-4426-8323-18162119c6fc,P004,SalA052,2025-01-03,Class A,Sales AM 1,99.07495391,513101.5415,txn_00018,Purchase,5083551158,,Healthy Client,513101.5415
c80bd634-4d63-427c-a813-922802a5a26c,P001,SalA006,2024-12-15,Class B,Sales AM 1,89.90436983,-297028.4765,txn_00037,Redemption,-2670415800,Severe,Underwater Client,-297028.4765
800c9db0-1da9-4688-87c9-cf56eb0aae64,P003,SalA059,2025-01-02,Class B,Sales AM 1,93.09139122,-307871.4338,txn_00020,Redemption,-2866018009,,Healthy Client,-307871.4338
d73f191a-a323-4aa4-aacd-d0b312cd8a87,P004,SalA092,2025-01-02,Class B,Sales AM 1,84.39981874,-230494.5783,txn_00021,Redemption,-1945370063,,Healthy Client,-230494.5783
1072e2b9-5b33-494d-8308-48b36e7b65a7,P004,SalA006,2024-12-13,Class C,Sales AM 1,134.6748545,100693.7004,txn_00038,Purchase,1356090945,Severe,Underwater Client,100693.7004
fbf40975-3a5c-4b8e-9343-c440fc06e178,P001,SalA049,2025-01-01,Class A,Sales AM 1,102.4034249,-575655.1913,txn_00023,Redemption,-5894906312,,Healthy Client,-575655.1913
48c2648a-d3f0-4064-bcf8-f3c377fd053e,P005,SalA090,2025-01-01,Class C,Sales AM 1,129.7198767,293491.2215,txn_00024,Purchase,3807164507,,Healthy Client,293491.2215
a41e7b62-37c7-4e56-b3fa-400b32f2ffcb,P004,SalA004,2025-01-01,Class A,Sales AM 1,100.1371301,23314.39122,txn_00025,Purchase,233463622.6,,Healthy Client,23314.39122
b1cb382b-89ca-4657-9153-902b4f52db52,P002,SalA016,2025-01-01,Class C,Sales AM 1,127.7077584,172324.2998,txn_00026,Purchase,2200715005,,Healthy Client,172324.2998
7b489f5c-19f0-4a2e-9ce9-4b10b1260fa9,P002,SalA001,2024-12-05,Class B,Sales AM 1,84.84542755,-283027.2579,txn_00027,Redemption,-2401356871,,Healthy Client,-283027.2579
6780ca28-7e0d-417f-9d56-590fce4d6db5,P002,SalA006,2024-09-19,Class B,Sales AM 1,94.09193933,-254443.2792,txn_00440,Redemption,-2394106159,Severe,Underwater Client,-254443.2792
216626e9-741a-4df7-aa0a-8f37b484246e,P004,SalA006,2024-08-18,Class A,Sales AM 1,106.7427277,-313904.6824,txn_00557,Redemption,-3350704204,Severe,Underwater Client,-313904.6824
66028adc-3e3c-4f4e-be08-22ca317bb60e,P004,SalA003,2024-12-16,Class A,Sales AM 1,91.83358011,319416.8357,txn_00030,Purchase,2933319157,,Healthy Client,319416.8357
0a72c83b-3685-4991-a198-04cf5d6d52aa,P001,SalA003,2024-12-14,Class B,Sales AM 1,95.33821194,52450.93162,txn_00031,Purchase,500057803.5,,Healthy Client,52450.93162
8cdbb81b-54da-426f-bd4f-d6768628b3b0,P004,SalA003,2024-12-04,Class C,Sales AM 1,120.7782261,380775.7281,txn_00032,Purchase,4598941700,,Healthy Client,380775.7281
97b4a360-8e4e-4559-9b28-0d88762581a9,P001,SalA004,2024-12-28,Class B,Sales AM 1,88.96965093,218539.0401,txn_00033,Purchase,1944334211,,Healthy Client,218539.0401
ebbc9f8c-a775-4b07-bb9c-c9c6d4a52767,P002,SalA004,2024-12-09,Class A,Sales AM 1,93.33012985,92958.9079,txn_00034,Purchase,867586694.5,,Healthy Client,92958.9079
38f12cd2-38e7-4c89-8422-59aa8e76c0c0,P004,SalA005,2024-12-17,Class C,Sales AM 1,128.6171685,198196.082,txn_00035,Purchase,2549141887,,Healthy Client,198196.082
59ec895d-dfe3-4dee-a931-18c01229929c,P005,SalA005,2024-12-08,Class A,Sales AM 1,95.11068709,216294.6255,txn_00036,Purchase,2057193045,,Healthy Client,216294.6255
582af3f1-68a4-4bfc-a4a7-f7aac53780e9,P001,SalA006,2024-08-09,Class B,Sales AM 1,98.44744185,-438610.6071,txn_00601,Redemption,-4318009224,Severe,Underwater Client,-438610.6071
d0bb97d5-28e6-4b86-84f8-e4f5bc545d3b,P003,SalA006,2024-06-28,Class A,Sales AM 1,99.72375368,137156.0824,txn_00773,Purchase,1367771937,Severe,Underwater Client,137156.0824
7b54a6ab-b7f0-45e7-a05f-fe30108026fe,P005,SalA006,2024-06-09,Class A,Sales AM 1,91.63012274,174933.6306,txn_00845,Purchase,1602919004,Severe,Underwater Client,174933.6306
35018cdc-d934-4751-a9e0-7bb54250cbe3,P003,SalA008,2024-12-06,Class B,Sales AM 1,86.97199551,305707.0894,txn_00040,Purchase,2658795561,,Healthy Client,305707.0894
775fbb32-9b03-4a19-b60f-49a994553942,P004,SalA009,2024-12-14,Class A,Sales AM 1,93.81349114,-394867.2525,txn_00041,Redemption,-3704387549,Medium,Underwater Client,-394867.2525
eb801780-8648-4dbd-a3fc-815f3fa3019b,P003,SalA010,2024-12-29,Class C,Sales AM 1,135.6270879,267198.6819,txn_00042,Purchase,3623937913,,Healthy Client,267198.6819
0d8afc2f-7a3e-41b9-bdd0-b73e3fc22c41,P004,SalA010,2024-12-27,Class C,Sales AM 1,134.912822,360682.7072,txn_00043,Purchase,4866072187,,Healthy Client,360682.7072
24b587aa-dd01-43c0-b685-12d489c016d7,P001,SalA006,2024-06-02,Class A,Sales AM 1,96.58222145,429037.9946,txn_00873,Purchase,4143744260,Severe,Underwater Client,429037.9946
aa69a1e6-7337-411e-8079-301696ffb8ab,P001,SalA013,2024-12-26,Class C,Sales AM 1,127.3021069,146004.1811,txn_00045,Purchase,1858663987,,Healthy Client,146004.1811
fe7522d0-8a7a-4c33-8fd5-2ecb34c9763c,P004,SalA014,2024-12-30,Class B,Sales AM 1,91.53575439,25446.76001,txn_00046,Purchase,232928837.4,,Healthy Client,25446.76001
34a24cb7-1205-4449-8e82-562ca616058e,P001,SalA014,2024-12-22,Class C,Sales AM 1,139.3005594,91395.50149,txn_00047,Purchase,1273144448,,Healthy Client,91395.50149
ff6462a7-93f9-4461-ad57-abf552b8bf47,P003,SalA014,2024-12-17,Class B,Sales AM 1,92.97466078,90410.18355,txn_00048,Purchase,840585614.6,,Healthy Client,90410.18355
6faebd9e-ecd3-4f2e-b147-ad38e5fe8f74,P001,SalA016,2024-12-19,Class A,Sales AM 1,102.7330177,465271.6642,txn_00049,Purchase,4779876211,,Healthy Client,465271.6642
0a6fddb8-9215-445c-9392-af8849dea6f4,P002,SalA016,2024-12-11,Class C,Sales AM 1,134.1219041,-238865.0246,txn_00050,Redemption,-3203703192,,Healthy Client,-238865.0246
e4deb581-c4c5-4ec2-84a2-d444a8b5523b,P001,SalA018,2024-12-20,Class B,Sales AM 1,90.02685037,225137.0678,txn_00051,Purchase,2026838112,,Healthy Client,225137.0678
f9252deb-781c-45db-86c4-0af76d756d20,P001,SalA007,2025-01-05,Class C,Sales AM 1,135.5699702,139904.1232,txn_00004,Purchase,1896679781,,Underwater Client,139904.1232
365ba2b0-6607-4aec-ab21-2eeb1638ebd9,P001,SalA007,2025-01-02,Class B,Sales AM 1,83.73464042,210908.8944,txn_00019,Purchase,1766038043,Severe,Underwater Client,210908.8944
25724050-7325-43f0-9888-b7bc7f42f8c1,P002,SalA007,2024-12-24,Class B,Sales AM 1,88.62891757,-479493.5016,txn_00039,Redemption,-4249699002,,Healthy Client,-479493.5016
a6c04be6-d762-40d4-9604-3bed1b94d7b8,P002,SalA007,2024-11-11,Class A,Sales AM 1,98.08497166,35442.92795,txn_00223,Purchase,347641858.4,Severe,Underwater Client,35442.92795
88e30383-e056-4d86-826f-1d2ac955a268,P002,SalA022,2024-12-17,Class B,Sales AM 1,84.88333271,60885.4382,txn_00056,Purchase,516815890.8,Mild,Underwater Client,60885.4382
4bb36670-e2ad-4592-a070-7cd35da939b1,P002,SalA007,2024-10-05,Class A,Sales AM 1,108.3663793,-436369.4515,txn_00378,Redemption,-4728777749,Severe,Underwater Client,-436369.4515
cdbf8337-d13f-4dfd-96a5-509d7451bba8,P005,SalA007,2024-10-02,Class A,Sales AM 1,104.2825941,171146.6836,txn_00389,Purchase,1784762014,Severe,Underwater Client,171146.6836
2dfce138-4d05-4b9d-9c7e-ae7bad58aff6,P005,SalA007,2024-09-26,Class C,Sales AM 1,126.5675198,200678.4357,txn_00415,Purchase,2539937188,Severe,Underwater Client,200678.4357
4860deb8-cda4-4483-b958-ce813d8e5c51,P003,SalA007,2024-09-23,Class C,Sales AM 1,123.1638346,-323235.7758,txn_00426,Redemption,-3981095763,Severe,Underwater Client,-323235.7758
fa76daac-41b2-4f67-9e62-ee3d64d93571,P005,SalA007,2024-09-07,Class B,Sales AM 1,88.67722406,-192571.4798,txn_00482,Redemption,-1707670426,Severe,Underwater Client,-192571.4798
5aa32ed7-d2ff-47b4-853a-95ec85ad6b4b,P001,SalA007,2024-08-12,Class C,Sales AM 1,122.6755544,-509282.829,txn_00586,Redemption,-6247655337,Severe,Underwater Client,-509282.829
a1dc06bd-7add-49df-bf40-78f0cb2d9dad,P002,SalA007,2024-08-06,Class B,Sales AM 1,88.51255002,363064.8299,txn_00609,Purchase,3213579391,Severe,Underwater Client,363064.8299
a8975320-3f84-469f-a97c-5289ead19f04,P004,SalA028,2024-12-01,Class C,Sales AM 1,136.5515544,-169059.0365,txn_00064,Redemption,-2308527421,,Healthy Client,-169059.0365
306b40c6-e18c-43f0-a35a-eccf6c9d6948,P004,SalA007,2024-08-06,Class C,Sales AM 1,136.4084999,206700.7029,txn_00612,Purchase,2819573281,Severe,Underwater Client,206700.7029
28f49d47-a753-4712-bba1-c2f8ec846ca4,P004,SalA012,2024-12-01,Class B,Sales AM 1,91.34491848,-425149.1606,txn_00044,Redemption,-3883521542,,Healthy Client,-425149.1606
8e28609e-6136-4523-ac51-a0bd38c0521f,P001,SalA012,2024-11-30,Class A,Sales AM 1,97.76286794,-281878.29,txn_00148,Redemption,-2755723003,Severe,Underwater Client,-281878.29
9d091359-9fd3-47dd-8665-672db7440e0d,P004,SalA012,2024-10-14,Class B,Sales AM 1,90.84150483,228451.38,txn_00345,Purchase,2075286714,Severe,Underwater Client,228451.38
a07e135e-667c-4a06-b855-56470cedebde,P001,SalA031,2024-12-04,Class B,Sales AM 1,85.08529448,323672.0491,txn_00069,Purchase,2753973161,,Healthy Client,323672.0491
5f2d7eae-4c89-4ffb-9c2e-acde75b0ec1d,P004,SalA032,2024-12-14,Class B,Sales AM 1,86.80507052,-53278.92958,txn_00070,Redemption,-462488123.9,Mild,Underwater Client,-53278.92958
ef94f111-17de-4087-92c1-efd394b2611f,P001,SalA033,2024-12-31,Class A,Sales AM 1,103.7842965,161627.931,txn_00071,Purchase,1677444110,,Healthy Client,161627.931
b43fa83f-158c-40b6-b5e3-7159b69e8028,P001,SalA033,2024-12-18,Class A,Sales AM 1,95.92205407,394215.1717,txn_00072,Purchase,3781392902,,Healthy Client,394215.1717
13cd21ff-a475-443f-b425-40f6b3e9c244,P001,SalA033,2024-12-16,Class A,Sales AM 1,101.2163129,354316.5472,txn_00073,Purchase,3586261451,,Healthy Client,354316.5472
e7a56955-0982-449f-932a-c4644f956186,P004,SalA033,2024-12-02,Class B,Sales AM 1,83.0397081,-40936.99305,txn_00074,Redemption,-339939595.4,,Healthy Client,-40936.99305
8577665e-0ab6-43df-bf40-eca70a11f99f,P005,SalA034,2024-12-30,Class A,Sales AM 1,92.23911321,-81836.00242,txn_00075,Redemption,-754848029.1,,Healthy Client,-81836.00242
f8c0f4a8-b277-4c7c-9db0-ec0c4cb12fb1,P003,SalA034,2024-12-20,Class B,Sales AM 1,89.68765447,343609.3073,txn_00076,Purchase,3081751283,,Healthy Client,343609.3073
710bed93-de2d-47bb-8489-b771dc2bb489,P003,SalA012,2024-10-03,Class A,Sales AM 1,100.3895245,-481153.6128,txn_00385,Redemption,-4830278238,Severe,Underwater Client,-481153.6128
400ca2e1-6787-4e48-876f-6a0435970658,P003,SalA012,2024-09-09,Class B,Sales AM 1,90.85821277,51532.12303,txn_00475,Purchase,468211659.8,Severe,Underwater Client,51532.12303
ff18503c-8d71-4743-9fc7-d4601f5fde50,P002,SalA012,2024-08-15,Class C,Sales AM 1,129.5639909,-122619.0782,txn_00570,Redemption,-1588701713,Severe,Underwater Client,-122619.0782
395d591b-4fe1-47e9-8c85-7b1eef685c43,P002,SalA012,2024-08-05,Class B,Sales AM 1,96.60465375,-167699.6565,txn_00620,Redemption,-1620056725,Severe,Underwater Client,-167699.6565
dc97099a-61aa-4d49-9b6c-bd7769715f0f,P004,SalA012,2024-07-03,Class A,Sales AM 1,101.989172,-154112.5889,txn_00749,Redemption,-1571781533,Severe,Underwater Client,-154112.5889
55e568da-9e2a-450f-a088-f76403c9b9d3,P005,SalA012,2024-06-17,Class B,Sales AM 1,85.6624917,-239928.1232,txn_00816,Redemption,-2055284086,Severe,Underwater Client,-239928.1232
54c234ec-42d5-40ac-99d8-f38451ba8ff3,P004,SalA012,2024-06-17,Class C,Sales AM 1,138.7537743,-309627.1245,txn_00817,Redemption,-4296193216,Severe,Underwater Client,-309627.1245
41270aec-865a-428c-8f15-eef96f230688,P005,SalA039,2024-12-05,Class B,Sales AM 1,83.27365119,-240853.0595,txn_00084,Redemption,-2005671367,,Healthy Client,-240853.0595
bae67ce0-de3e-4980-a164-2496601bf081,P005,SalA040,2024-12-04,Class A,Sales AM 1,91.98297375,-211976.4752,txn_00085,Redemption,-1949822655,,Healthy Client,-211976.4752
fd005b33-1f63-4b70-a0d5-6391e80dfd0f,P003,SalA041,2024-12-15,Class A,Sales AM 1,101.1161492,-207111.3217,txn_00086,Redemption,-2094229930,,Healthy Client,-207111.3217
e66cbcaa-017f-4837-b213-439cfbbf210f,P001,SalA041,2024-12-13,Class A,Sales AM 1,107.2326902,-102347.6534,txn_00087,Redemption,-1097501421,,Healthy Client,-102347.6534
e5802a2c-c844-47c7-a87c-bf65c6e3d3ab,P004,SalA041,2024-12-10,Class B,Sales AM 1,93.31035908,-108376.8294,txn_00088,Redemption,-1011268087,,Healthy Client,-108376.8294
68548fa3-9939-41d1-956a-0c4d9e595960,P003,SalA012,2024-06-04,Class B,Sales AM 1,80.35305061,429943.8998,txn_00867,Purchase,3454730394,Severe,Underwater Client,429943.8998
15d3e6ce-8afc-49a1-85d0-b09ea19c8ad9,P002,SalA043,2024-12-01,Class C,Sales AM 1,137.4400632,446758.8281,txn_00090,Purchase,6140256157,,Healthy Client,446758.8281
07374435-d4c8-48ec-887b-466898be0650,P005,SalA044,2024-12-27,Class B,Sales AM 1,83.11624348,510727.3098,txn_00091,Purchase,4244973544,,Healthy Client,510727.3098
00a7c579-2ca0-4c79-b199-9519e3b44555,P003,SalA046,2024-12-25,Class A,Sales AM 1,105.0971662,43055.60386,txn_00092,Purchase,452502195.4,,Healthy Client,43055.60386
a29da332-12e4-47c8-a8d5-602631f9de42,P004,SalA046,2024-12-13,Class A,Sales AM 1,105.3992266,512846.9894,txn_00093,Purchase,5405367606,,Healthy Client,512846.9894
2034cde1-94dd-49e1-bb3a-91b96c01ef8d,P001,SalA015,2024-07-05,Class B,Sales AM 1,99.83517162,402762.5428,txn_00169,Purchase,4020986758,Severe,Underwater Client,402762.5428
522a8a4e-6e3e-4f5a-a68c-68e6a9027cd4,P003,SalA015,2024-07-08,Class C,Sales AM 1,127.1808306,-118310.7838,txn_00177,Redemption,-1504686375,Severe,Underwater Client,-118310.7838
c9e90bf2-3df6-42e3-ace3-2add6f9fff56,P001,SalA049,2024-12-01,Class B,Sales AM 1,97.41332031,73375.81818,txn_00096,Purchase,714778208,,Healthy Client,73375.81818
57f8c73f-6325-43f3-93ad-13c89757084f,P002,SalA015,2024-07-15,Class C,Sales AM 1,133.7921759,113930.7533,txn_00240,Purchase,1524304340,Severe,Underwater Client,113930.7533
31934771-9d08-4bba-881f-361ef4a11e5a,P003,SalA015,2024-07-25,Class A,Sales AM 1,104.8914525,13058.7102,txn_00253,Purchase,136974708.1,Severe,Underwater Client,13058.7102
a5098093-3115-4b31-afcf-4a5d3c81c203,P004,SalA015,2024-07-26,Class C,Sales AM 1,136.6364702,-269017.6605,txn_00380,Redemption,-3675762355,Severe,Underwater Client,-269017.6605
891ea562-6194-470e-98eb-6f0df94fc78b,P003,SalA015,2024-07-28,Class B,Sales AM 1,95.26854594,-422296.369,txn_00494,Redemption,-4023156103,Severe,Underwater Client,-422296.369
f1064373-774f-4cb7-b30e-7c314e967c9a,P004,SalA015,2024-08-16,Class A,Sales AM 1,100.0223714,-482822.7545,txn_00561,Redemption,-4829307685,Severe,Underwater Client,-482822.7545
0f9540c1-8d5b-4036-b126-d7c3a3990551,P002,SalA015,2024-08-17,Class C,Sales AM 1,126.4573759,41056.18344,txn_00567,Purchase,519185722,Severe,Underwater Client,41056.18344
f8975aed-3c13-49fa-b386-8c53a57c306f,P005,SalA052,2024-12-15,Class A,Sales AM 1,106.2749528,147784.4997,txn_00103,Purchase,1570579074,,Healthy Client,147784.4997
a93647e9-e0c2-4846-bdda-ebff95ff2c1f,P003,SalA015,2024-09-05,Class C,Sales AM 1,133.8266286,386024.7324,txn_00656,Purchase,5166038849,Severe,Underwater Client,386024.7324
43f5c29b-cc90-4e36-9b53-9811d958ff90,P002,SalA015,2024-10-04,Class B,Sales AM 1,99.05065265,-489578.0034,txn_00668,Redemption,-4849302076,Severe,Underwater Client,-489578.0034
ba38131a-15a5-45ff-b58e-0c4ebf1a0064,P003,SalA054,2024-12-14,Class A,Sales AM 1,102.8709905,290454.7175,txn_00106,Purchase,2987936448,,Healthy Client,290454.7175
284a8786-483f-46bb-8bce-5c255ac418e5,P005,SalA054,2024-12-06,Class C,Sales AM 1,126.185213,17471.31175,txn_00107,Purchase,220462119.5,,Healthy Client,17471.31175
9e1c6761-de27-4d88-b4a4-bd535310d7ba,P005,SalA015,2024-11-06,Class B,Sales AM 1,95.51653049,-360707.1237,txn_00669,Redemption,-3445349298,Severe,Underwater Client,-360707.1237
b67d2079-4965-4030-b9fb-b19d1f75ed4e,P002,SalA056,2024-12-29,Class C,Sales AM 1,122.3646315,94352.63813,txn_00109,Purchase,1154542580,,Healthy Client,94352.63813
5869e64c-724d-45eb-8de3-2ece61acb734,P001,SalA056,2024-12-22,Class C,Sales AM 1,136.3555332,342459.2901,txn_00110,Purchase,4669621911,,Healthy Client,342459.2901
7e2ee6dd-2a97-4f8e-9b21-4fe32710bf15,P001,SalA058,2024-12-17,Class B,Sales AM 1,84.72072163,329796.8099,txn_00111,Purchase,2794062373,Medium,Underwater Client,329796.8099
c4a799a2-5d9a-439e-b6c9-3bcd5fcbc186,P005,SalA058,2024-12-03,Class B,Sales AM 1,99.42751613,-71872.4143,txn_00112,Redemption,-714609563.2,Medium,Underwater Client,-71872.4143
b884a6a0-b623-40e7-8204-cc21b129b8aa,P004,SalA059,2024-12-04,Class C,Sales AM 1,130.9518159,182957.7667,txn_00113,Purchase,2395865178,,Healthy Client,182957.7667
5d54a545-4b63-4302-9563-16de8999ad7b,P002,SalA015,2024-11-07,Class B,Sales AM 1,95.4777335,47155.46299,txn_00707,Purchase,450229672.8,Severe,Underwater Client,47155.46299
4f630328-0263-4226-9cef-6b6b06adab35,P001,SalA015,2024-11-21,Class B,Sales AM 1,88.97399925,-267592.697,txn_00729,Redemption,-2380879242,Severe,Underwater Client,-267592.697
171b4ee7-0226-453d-889d-f2e3e0469aca,P001,SalA015,2024-11-23,Class A,Sales AM 1,94.75220124,103613.6226,txn_00740,Purchase,981761882.3,Severe,Underwater Client,103613.6226
e0d90a7f-07a5-4ad8-a9b8-a3b71cf8d461,P001,SalA061,2024-12-12,Class C,Sales AM 1,128.4399032,-356464.4149,txn_00117,Redemption,-4578425494,,Healthy Client,-356464.4149
9e7fd362-8658-4afb-99cf-3f860ef4cbff,P004,SalA061,2024-12-05,Class B,Sales AM 1,95.2515641,22508.04481,txn_00118,Purchase,214392647.3,,Healthy Client,22508.04481
6e95279d-d804-42db-a784-5496d51183aa,P001,SalA062,2024-12-26,Class A,Sales AM 1,109.3997785,391117.3825,txn_00119,Purchase,4278815503,,Healthy Client,391117.3825
37cdd520-b9d6-46bd-9afd-fe3315cee84c,P001,SalA062,2024-12-23,Class B,Sales AM 1,98.21318775,-327765.0276,txn_00120,Redemption,-3219084820,,Healthy Client,-327765.0276
96e95a6f-69c9-417e-80f3-b431d5d8cf9d,P003,SalA062,2024-12-16,Class B,Sales AM 1,80.92190076,185452.8267,txn_00121,Purchase,1500719524,,Healthy Client,185452.8267
9c3cd556-fab6-47be-a37f-d0a18f6cdad0,P002,SalA064,2024-12-27,Class C,Sales AM 1,139.512241,-40688.13646,txn_00122,Redemption,-567649310.1,,Healthy Client,-40688.13646
9cbfdf3b-b8d2-4f36-a757-325934c1485c,P002,SalA064,2024-12-21,Class B,Sales AM 1,89.97300072,130153.5307,txn_00123,Purchase,1171030371,,Healthy Client,130153.5307
51661cec-68b4-4baf-b9f5-60b146ec8921,P004,SalA017,2024-11-29,Class C,Sales AM 1,134.4336381,-304201.6897,txn_00151,Redemption,-4089493987,Severe,Underwater Client,-304201.6897
78b496ff-e7cb-4b7c-8fb9-ca17dd6842e3,P004,SalA017,2024-11-17,Class A,Sales AM 1,101.6621747,140719.3385,txn_00192,Purchase,1430583398,Severe,Underwater Client,140719.3385
669f4aa3-8192-41fb-b852-d7072282399c,P004,SalA017,2024-11-10,Class A,Sales AM 1,107.6520042,429158.5842,txn_00227,Purchase,4619978172,Severe,Underwater Client,429158.5842
0b515b2c-5577-456a-8605-f832ad7e0a7e,P001,SalA017,2024-11-02,Class B,Sales AM 1,89.10116455,-547768.4857,txn_00271,Redemption,-4880680997,Severe,Underwater Client,-547768.4857
f3183ec6-b73e-4386-860e-b37dc112a0ee,P005,SalA017,2024-10-31,Class A,Sales AM 1,100.8094675,78435.89981,txn_00279,Purchase,790708129.1,Severe,Underwater Client,78435.89981
3613d74b-7080-40a7-bfbf-93ccbe97fcb4,P003,SalA017,2024-10-18,Class A,Sales AM 1,98.24060057,-109060.5619,txn_00331,Redemption,-1071417510,Severe,Underwater Client,-109060.5619
c01ba59c-ff29-4549-a0e9-1d46138a2732,P004,SalA017,2024-10-06,Class A,Sales AM 1,96.61112509,260379.3635,txn_00375,Purchase,2515554326,Severe,Underwater Client,260379.3635
034a603c-6b56-4e8a-b248-068e70ca7062,P005,SalA017,2024-09-12,Class A,Sales AM 1,107.4465132,127116.4717,txn_00467,Purchase,1365822166,Severe,Underwater Client,127116.4717
d83ac31e-affc-4419-b125-b3348fe142ad,P002,SalA017,2024-09-07,Class A,Sales AM 1,99.56742969,-11290.06281,txn_00483,Redemption,-112412253.5,Severe,Underwater Client,-11290.06281
b5a52c30-185c-45a1-b7a8-fe75d9457fdb,P005,SalA017,2024-08-27,Class B,Sales AM 1,91.20605415,-207239.5093,txn_00514,Redemption,-1890149791,Severe,Underwater Client,-207239.5093
a73c2456-580b-4607-83b0-b93f9feeef5f,P003,SalA069,2024-12-14,Class B,Sales AM 1,88.78747938,-44947.67664,txn_00134,Redemption,-399079091.2,,Healthy Client,-44947.67664
9b40a74b-1ed6-46ae-afd2-0113da1300df,P005,SalA070,2024-12-14,Class C,Sales AM 1,122.4785594,355548.7959,txn_00135,Purchase,4354710432,,Healthy Client,355548.7959
5450d0c8-e28e-4d49-9aad-e3c0e094df87,P003,SalA017,2024-08-20,Class A,Sales AM 1,107.943035,-99419.91949,txn_00550,Redemption,-1073168785,Severe,Underwater Client,-99419.91949
c60e6822-8552-4990-81a1-66874c25ab13,P004,SalA017,2024-08-05,Class A,Sales AM 1,95.70866309,-187267.2646,txn_00618,Redemption,-1792309953,Severe,Underwater Client,-187267.2646
be7163fd-ac42-4b8c-886e-253dff79d119,P001,SalA074,2024-12-10,Class A,Sales AM 1,94.96412775,520875.472,txn_00138,Purchase,4946448487,,Healthy Client,520875.472
3d5931c4-6e0c-4744-932c-e63af7f60137,P001,SalA077,2024-12-12,Class B,Sales AM 1,83.75706356,-69707.0465,txn_00139,Redemption,-583845752.5,Medium,Underwater Client,-69707.0465
